scipy_cwt,1,0.3452479927,-0.4618688378
scipy_argrelextrema,2,0.0001436415,-3.8427200735
scipy_findpeaks,3,0.0003121083,-3.505694679
detect_peaks_test,4,0.0012546374,-2.9014817707
peakutils_test,5,0.0005657498,-3.2473755911
peakdetect_test,6,0.0090583697,-2.0429499584
findpeaks_test,7,0.0001012036,-3.9948040408
tb_detect_peaks_test,8,0.0048196644,-2.3169832013
