Frequency,psd
3400000.0,0.0014020743467615532
3400244.139693681,0.0014020743467615532
3400488.279387362,0.00140937826404898
3400732.419081043,0.001419232311155677
3400976.5587747237,0.0014297001537648818
3401220.698468405,0.001443716001300624
3401464.838162086,0.0014666364212946315
3401708.9778557667,0.0014980511725802836
3401953.117549448,0.0015345482687382783
3402197.257243129,0.0015757808404045504
3402441.3969368096,0.001616873943344324
3402685.536630491,0.0016489256442723949
3402929.676324172,0.0016630829785199003
3403173.8160178526,0.001656236508903966
3403417.955711534,0.0016305968076466976
3403662.0954052145,0.001585232172460871
3403906.2350988956,0.0015272967833321327
3404150.374792577,0.0014700387227867262
3404394.5144862575,0.0014237018656930583
3404638.6541799386,0.0013905671106640427
3404882.7938736198,0.0013694755687832377
3405126.9335673004,0.0013626614130952397
3405371.0732609816,0.0013722628596267161
3405615.2129546627,0.0013982583654141567
3405859.3526483434,0.0014385064271418696
3406103.4923420246,0.00148738303350901
3406347.6320357053,0.001534343978854047
3406591.7717293864,0.0015742441888612485
3406835.9114230676,0.0016064538469080514
3407080.0511167482,0.001629466697932111
3407324.1908104294,0.0016403295473450819
3407568.33050411,0.0016376579711294276
3407812.4701977912,0.0016251091190814804
3408056.6098914724,0.0016067141321338546
3408300.749585153,0.0015843114228328015
3408544.889278834,0.0015549214194251343
3408789.0289725154,0.0015172488924088678
3409033.168666196,0.0014757105948859373
3409277.308359877,0.0014391282256267374
3409521.4480535584,0.001415000311673631
3409765.587747239,0.0014072537579936512
3410009.72744092,0.001414001689819533
3410253.867134601,0.001433940610483228
3410498.006828282,0.001469115022823056
3410742.146521963,0.001515708060348217
3410986.286215644,0.0015727419937574677
3411230.425909325,0.0016353343902588274
3411474.565603006,0.001696989265140933
3411718.705296687,0.0017589448378894368
3411962.844990368,0.0018217453130903866
3412206.984684049,0.001911339503083434
3412451.12437773,0.00204963015929846
3412695.264071411,0.002224433454070293
3412939.4037650917,0.0024208532944103023
3413183.543458773,0.002620861838356678
3413427.683152454,0.002804563791414541
3413671.8228461347,0.0029532442763006705
3413915.962539816,0.003052428669885504
3414160.1022334965,0.0030946825748576073
3414404.2419271776,0.0030797506819191384
3414648.381620859,0.003018868117406426
3414892.5213145395,0.0029230111675887516
3415136.6610082206,0.002800287921660663
3415380.800701902,0.0026704204862912084
3415624.9403955825,0.0025512595459092346
3415869.0800892636,0.0024544746545250296
3416113.219782945,0.002387381650388487
3416357.3594766255,0.0023513579160040626
3416601.4991703066,0.0023491595886339367
3416845.6388639873,0.0023636983663107985
3417089.7785576684,0.002373710453185282
3417333.9182513496,0.0023758654251686967
3417578.0579450303,0.002368007921431284
3417822.1976387114,0.0023555857908688915
3418066.3373323926,0.002349702594593314
3418310.4770260733,0.002360942509508579
3418554.6167197544,0.0023952298110798825
3418798.7564134356,0.002457719173073164
3419042.8961071162,0.0025469474206900877
3419287.0358007974,0.0026450278111500303
3419531.175494478,0.0027357594658822537
3419775.3151881592,0.0028222197973808566
3420019.4548818404,0.0029070840053803254
3420263.594575521,0.0029801618763077575
3420507.734269202,0.00303103865848299
3420751.873962883,0.0030562387770547567
3420996.013656564,0.003061279914380849
3421240.153350245,0.003051172302233396
3421484.293043926,0.0030371762088646503
3421728.432737607,0.0030998093269973687
3421972.572431288,0.003461373617958466
3422216.712124969,0.0043608341455724925
3422460.85181865,0.006015953094353335
3422704.991512331,0.008591423480752883
3422949.131206012,0.01209019904510751
3423193.270899693,0.016468734302879193
3423437.4105933737,0.021590293827897775
3423681.550287055,0.027251879152335415
3423925.689980736,0.03315456420795623
3424169.8296744167,0.03880866191336456
3424413.969368098,0.04363951019760809
3424658.109061779,0.04710692843325727
3424902.2487554597,0.04883577339496496
3425146.388449141,0.04864111700835319
3425390.528142822,0.04653939223459555
3425634.6678365027,0.042753029124093414
3425878.807530184,0.03769150189957335
3426122.9472238645,0.03188640418285582
3426367.0869175456,0.025880049744491346
3426611.226611227,0.02010020777909892
3426855.3663049075,0.014906539324192933
3427099.5059985886,0.010549351010370842
3427343.6456922693,0.007152779094142914
3427587.7853859505,0.004798515140155779
3427831.9250796316,0.0034945379933618848
3428076.0647733123,0.0031335964999662375
3428320.2044669935,0.004038233164929225
3428564.3441606746,0.006582712492219284
3428808.4838543553,0.010565526321592328
3429052.6235480364,0.015590832906426766
3429296.7632417176,0.02112988794302971
3429540.9029353983,0.0265955285230894
3429785.0426290794,0.03143109856194032
3430029.18232276,0.03515690016815687
3430273.3220164413,0.03740708599714193
3430517.4617101224,0.037963836371041476
3430761.601403803,0.036772885011196674
3431005.7410974842,0.03396351452134977
3431249.880791165,0.029836431781897738
3431494.020484846,0.02482982698212001
3431738.1601785272,0.01948106076548052
3431982.2998722084,0.014371051541754262
3432226.439565889,0.010048903770382048
3432470.57925957,0.006882790205331599
3432714.718953251,0.005112665703661992
3432958.858646932,0.004287682756942843
3433202.998340613,0.0037161043579013175
3433447.138034294,0.0032357946766068263
3433691.277727975,0.002810114781501158
3433935.4174216557,0.0024695866394426197
3434179.557115337,0.002233590447797501
3434423.696809018,0.0020914491267110397
3434667.8365026987,0.0020166564190144814
3434911.97619638,0.00197518783289502
3435156.115890061,0.0019400958142162805
3435400.2555837417,0.0019044557025502395
3435644.395277423,0.0018673188766247517
3435888.534971104,0.0018356471883866354
3436132.6746647847,0.0018179357025111947
3436376.814358466,0.0018175716006667286
3436620.9540521465,0.0018565819522625288
3436865.0937458277,0.0019576483372250597
3437109.233439509,0.002115952228565879
3437353.3731331895,0.002317644388519363
3437597.5128268707,0.002540518859302024
3437841.6525205513,0.0027704571155688362
3438085.7922142325,0.00299951753119701
3438329.9319079136,0.0032078871420635063
3438574.071601595,0.003375235446722802
3438818.2112952755,0.0034908045291171252
3439062.3509889566,0.0035518985655202395
3439306.4906826373,0.003558797092386476
3439550.6303763185,0.0035181965215550504
3439794.7700699996,0.0034386404681920196
3440038.9097636803,0.003331755197994113
3440283.0494573615,0.003218642259518359
3440527.189151042,0.0031136951815308317
3440771.3288447233,0.003028093242277402
3441015.4685384044,0.0029735378727258344
3441259.608232085,0.0029312016309480105
3441503.7479257663,0.002878834869084315
3441747.8876194474,0.0028166533007352584
3441992.027313128,0.0027542726854572763
3442236.1670068093,0.0027023031051085916
3442480.3067004904,0.0026535890018410113
3442724.446394171,0.0025991076421375964
3442968.5860878523,0.002547808858606726
3443212.725781533,0.0025101183066541938
3443456.865475214,0.002487512789428034
3443701.0051688952,0.0024784832295688813
3443945.144862576,0.0024865387317861004
3444189.284556257,0.0025144806143988924
3444433.4242499378,0.0025600935913176748
3444677.563943619,0.0026192024031776173
3444921.7036373,0.0026828578457186586
3445165.8433309807,0.0027437823162341363
3445409.983024662,0.0027964755281091186
3445654.122718343,0.002832244121905844
3445898.2624120237,0.0028528255096089555
3446142.402105705,0.0028721232727249024
3446386.541799386,0.0029073183790661594
3446630.6814930667,0.002975853829916497
3446874.821186748,0.0031021662642420206
3447118.9608804286,0.003309546757810755
3447363.1005741097,0.0035983934962510317
3447607.240267791,0.003955896599859288
3447851.3799614715,0.004365834335783095
3448095.5196551527,0.004811668193751145
3448339.659348834,0.0052649712513534175
3448583.7990425145,0.005696274538346882
3448827.9387361957,0.006091544528433357
3449072.078429877,0.006433277285861905
3449316.2181235575,0.006719878640975882
3449560.3578172387,0.006959434353867783
3449804.4975109193,0.007163656274013594
3450048.6372046005,0.007351992103557248
3450292.7768982816,0.007544411043120189
3450536.9165919623,0.00776044136304406
3450781.0562856435,0.00801889685459442
3451025.195979324,0.008324657931141108
3451269.3356730053,0.008656809830800236
3451513.4753666865,0.00897794797855482
3451757.615060367,0.009236901405680106
3452001.7547540483,0.009412999174830114
3452245.8944477295,0.009501140764262894
3452490.03414141,0.009496629083307118
3452734.1738350913,0.009402739250219061
3452978.3135287724,0.009231984162096696
3453222.453222453,0.009004141165126406
3453466.5929161343,0.008730821894787799
3453710.732609815,0.008445315337825013
3453954.872303496,0.008180813176628665
3454199.0119971773,0.00796443760545279
3454443.151690858,0.007824611950422153
3454687.291384539,0.007767624784062593
3454931.4310782203,0.007783800546413602
3455175.570771901,0.007861027465998913
3455419.710465582,0.0079730634450004
3455663.8501592632,0.008084202134129054
3455907.989852944,0.008176290548509255
3456152.129546625,0.008241560973849885
3456396.2692403058,0.008290466589257153
3456640.408933987,0.008318910763564724
3456884.548627668,0.008313935283340124
3457128.6883213487,0.008274685020775913
3457372.82801503,0.008198420332789016
3457616.9677087106,0.008101095688211296
3457861.1074023917,0.007999470547173981
3458105.247096073,0.007916137050937175
3458349.3867897536,0.007861698818981189
3458593.5264834347,0.00783263174098188
3458837.666177116,0.007855256726670576
3459081.8058707966,0.007947067389968171
3459325.9455644777,0.008094081252014093
3459570.085258159,0.008299688421458826
3459814.2249518395,0.008578129071995774
3460058.3646455207,0.008914315297017417
3460302.5043392014,0.009287755648963697
3460546.6440328825,0.009663639116861272
3460790.7837265637,0.010000678541034036
3461034.9234202444,0.010264929715803575
3461279.0631139255,0.010427960656935756
3461523.2028076067,0.010469175173166437
3461767.3425012873,0.010389192486509352
3462011.4821949685,0.01021539145165358
3462255.6218886496,0.009967879164812288
3462499.7615823303,0.00966711981869492
3462743.9012760115,0.009339174264606523
3462988.040969692,0.009029370057017469
3463232.1806633733,0.008772976350360492
3463476.3203570545,0.008573770258627628
3463720.460050735,0.008428231810876763
3463964.5997444163,0.008371157118734568
3464208.739438097,0.008422056596311955
3464452.879131778,0.008539262547334989
3464697.0188254593,0.008693965511430035
3464941.15851914,0.008861984937906395
3465185.298212821,0.009017195416419488
3465429.4379065023,0.009136130431397563
3465673.577600183,0.009201744029961184
3465917.717293864,0.009200339759844162
3466161.8569875453,0.009138149115101385
3466405.996681226,0.009015797039505669
3466650.136374907,0.008820111404789402
3466894.276068588,0.00856826271943606
3467138.415762269,0.008291782614249621
3467382.55545595,0.008020934169203672
3467626.695149631,0.007766285809202481
3467870.834843312,0.00755180705392583
3468114.974536993,0.007389179204480317
3468359.1142306738,0.00728222333030111
3468603.253924355,0.007226282334013345
3468847.393618036,0.007205869046889121
3469091.5333117167,0.0072179104327017435
3469335.673005398,0.007253319806007602
3469579.8126990786,0.007306844832177098
3469823.9523927597,0.007383877952067075
3470068.092086441,0.007495029970384093
3470312.2317801216,0.007632570352026052
3470556.3714738027,0.0078026872990578505
3470800.5111674834,0.008439047796963056
3471044.6508611646,0.010072783286573489
3471288.7905548457,0.012722928430631164
3471532.9302485264,0.016191880909854628
3471777.0699422075,0.020186122103639875
3472021.2096358887,0.024290530779148528
3472265.3493295694,0.028063730136840326
3472509.4890232505,0.03109889999065836
3472753.6287169317,0.03308147917204318
3472997.7684106124,0.033803302160453894
3473241.9081042935,0.03317554934482586
3473486.047797974,0.03126004212519029
3473730.1874916553,0.028272548918273147
3473974.3271853365,0.02454744909335284
3474218.466879017,0.020484951611687743
3474462.6065726983,0.016517930109928164
3474706.7462663795,0.013049593058550552
3474950.88596006,0.010435751882316699
3475195.0256537413,0.008937082492718074
3475439.1653474225,0.008255622400769033
3475683.305041103,0.007867300419742679
3475927.4447347843,0.007634531350192722
3476171.584428465,0.007482112241702796
3476415.724122146,0.007311685752726227
3476659.8638158273,0.007096316003563863
3476904.003509508,0.006841247949876422
3477148.143203189,0.006551355546371734
3477392.28289687,0.006218246779938236
3477636.422590551,0.005841742110315878
3477880.562284232,0.005448768779587207
3478124.701977913,0.005066200739303847
3478368.841671594,0.004700139441770945
3478612.981365275,0.004353112738305798
3478857.121058956,0.004036979224601681
3479101.260752637,0.0037554361859590407
3479345.400446318,0.003516426473848089
3479589.540139999,0.0033236894242513193
3479833.67983368,0.0031727182546233412
3480077.8195273606,0.0030573801361730713
3480321.9592210418,0.0029559595703591984
3480566.098914723,0.002846262452505771
3480810.2386084036,0.0027226037628087785
3481054.3783020847,0.0025969466264122443
3481298.517995766,0.0024772146953709884
3481542.6576894466,0.0023677150421871906
3481786.7973831277,0.0022750225925089462
3482030.937076809,0.002205077064373409
3482275.0767704896,0.002165473201775847
3482519.2164641707,0.0021493050286949394
3482763.3561578514,0.0021451555840671654
3483007.4958515326,0.002153083724199145
3483251.6355452137,0.0021688690060531757
3483495.7752388944,0.0021860688201074813
3483739.9149325755,0.0022020236599386706
3483984.054626256,0.0022179483582280557
3484228.1943199374,0.0022458423599839433
3484472.3340136185,0.0022983372478952158
3484716.473707299,0.0023724759489790193
3484960.6134009804,0.0024626730490942272
3485204.7530946615,0.0025560310951931453
3485448.892788342,0.002639033840567684
3485693.0324820234,0.0027054757309586397
3485937.1721757045,0.0027486153117008416
3486181.311869385,0.002766624798768394
3486425.4515630663,0.0027572038860867454
3486669.591256747,0.002720324426655818
3486913.730950428,0.0026611971698086295
3487157.8706441093,0.00258899418226341
3487402.01033779,0.0025157471168988504
3487646.150031471,0.0024534042930645927
3487890.2897251523,0.0024165305424641986
3488134.429418833,0.0024153308165328485
3488378.569112514,0.002454040558716425
3488622.7088061953,0.0025293490293951115
3488866.848499876,0.00262133625285578
3489110.988193557,0.002707141364763452
3489355.127887238,0.0027788396572350216
3489599.267580919,0.002834044611820033
3489843.4072746,0.0028772228990519427
3490087.546968281,0.0029127808959524965
3490331.686661962,0.002940093173039518
3490575.8263556426,0.002963563610012959
3490819.966049324,0.0029877482673032335
3491064.105743005,0.0030192396008431877
3491308.2454366856,0.003064376631178256
3491552.385130367,0.003124028752274924
3491796.524824048,0.003193197194263586
3492040.6645177286,0.0032660549897152585
3492284.8042114098,0.003333687457573717
3492528.943905091,0.0033846008576313424
3492773.0835987716,0.0034146940029779332
3493017.2232924527,0.0034222256878452817
3493261.3629861334,0.0034065805612601974
3493505.5026798146,0.0033738296705414644
3493749.6423734957,0.0033348219698034476
3493993.7820671764,0.003304162832742416
3494237.9217608576,0.0032907156520119996
3494482.0614545387,0.003296530141054757
3494726.2011482194,0.003323660023021452
3494970.3408419006,0.003371934825806361
3495214.4805355817,0.003434934010273838
3495458.6202292624,0.003498112035963674
3495702.7599229435,0.003550885115804342
3495946.899616624,0.0035912735506797577
3496191.0393103054,0.003617648041119262
3496435.1790039865,0.003627819139137886
3496679.318697667,0.0036212875880046597
3496923.4583913484,0.003616481285994219
3497167.598085029,0.0036354277529430795
3497411.73777871,0.0037193623664001085
3497655.8774723914,0.003969270885293322
3497900.017166072,0.00924919484887149
3498144.156859753,0.02383693803531195
3498388.2965534343,0.04621250210463797
3498632.436247115,0.07398249161188303
3498876.575940796,0.10419819598084396
3499120.7156344773,0.13364551131213437
3499364.855328158,0.15913356196747985
3499608.995021839,0.17790044209835865
3499853.13471552,0.1879214111412977
3500097.274409201,0.18812224561573837
3500341.414102882,0.17848507454258106
3500585.553796563,0.16005375750844494
3500829.693490244,0.13482470171325941
3501073.8331839247,0.10553236933264726
3501317.972877606,0.07534983070457096
3501562.112571287,0.047530938667085354
3501806.252264968,0.025076368024142107
3502050.391958649,0.010376995391111171
3502294.53165233,0.0049140021289420105
3502538.6713460106,0.004393545237544344
3502782.811039692,0.004027154697413923
3503026.950733373,0.003796579872350117
3503271.0904270536,0.0036887238530426275
3503515.230120735,0.0036499065959453153
3503759.3698144155,0.0036174608605372693
3504003.5095080966,0.00358758331955239
3504247.6492017778,0.003566463718546742
3504491.7888954584,0.0035505591664027336
3504735.9285891396,0.0035361645510378625
3504980.0682828208,0.003548978248760659
3505224.2079765014,0.0036135422622341484
3505468.3476701826,0.003728188013986708
3505712.4873638637,0.0038787662654335003
3505956.6270575444,0.004047049053330656
3506200.7667512256,0.004214691483563945
3506444.9064449063,0.004376727423464885
3506689.0461385874,0.004591931451202055
3506933.1858322686,0.004962656543288882
3507177.3255259492,0.005602918762284123
3507421.4652196304,0.006622485055798044
3507665.604913311,0.00809517052986275
3507909.744606992,0.010088786340902892
3508153.8843006734,0.012635598459338426
3508398.0239943545,0.015672765552918494
3508642.163688035,0.019085072012131415
3508886.3033817164,0.022681540371814315
3509130.443075397,0.02615754969858776
3509374.582769078,0.02920298753140238
3509618.7224627594,0.03154078976561289
3509862.86215644,0.033075419403723216
3510107.001850121,0.033867674721920704
3510351.141543802,0.03394757353100766
3510595.281237483,0.033395258337027514
3510839.420931164,0.03312282590717852
3511083.560624845,0.03394178658576287
3511327.700318526,0.035687969427618066
3511571.840012207,0.03805587322314674
3511815.979705888,0.04918038480303104
3512060.119399569,0.07629090298379279
3512304.25909325,0.11634306781049408
3512548.398786931,0.16478196214032786
3512792.538480612,0.21612912145814822
3513036.6781742927,0.26462991852466244
3513280.817867974,0.30483376066464857
3513524.957561655,0.3322219722812273
3513769.0972553357,0.3437623637485947
3514013.236949017,0.3381559482126576
3514257.3766426975,0.3159420440420484
3514501.5163363786,0.27934804260892054
3514745.65603006,0.23210875759007926
3514989.7957237405,0.17923169769647734
3515233.9354174216,0.12636804867292584
3515478.075111103,0.07839577688816568
3515722.2148047835,0.03971066654362716
3515966.3544984646,0.0145040559910848
3516210.4941921458,0.005502526418727061
3516454.6338858264,0.005137752512712659
3516698.7735795076,0.004837785086793375
3516942.9132731883,0.004565127939990754
3517187.0529668694,0.004348655424540632
3517431.1926605506,0.004197239302069181
3517675.3323542313,0.004112828815835967
3517919.4720479124,0.004105499482075725
3518163.6117415936,0.004177038437006536
3518407.7514352743,0.0043047975934886185
3518651.8911289554,0.004455448186598654
3518896.0308226366,0.004605442987825725
3519140.1705163172,0.0047357583317407526
3519384.3102099984,0.004830075592084676
3519628.449903679,0.004878261748416268
3519872.58959736,0.004927185011731533
3520116.7292910414,0.005025670670587165
3520360.868984722,0.005161665573718999
3520605.008678403,0.005319065048693825
3520849.148372084,0.005480691546468908
3521093.288065765,0.005828781692566162
3521337.427759446,0.0065313587721821526
3521581.567453127,0.007514156312860967
3521825.707146808,0.008664330769666176
3522069.846840489,0.009853992487115715
3522313.98653417,0.01780156247137206
3522558.126227851,0.03866497709500502
3522802.265921532,0.0706269519143026
3523046.405615213,0.110502108446286
3523290.545308894,0.154231937726238
3523534.6850025747,0.19734940683313912
3523778.824696256,0.23519950828175487
3524022.964389937,0.2636890658918192
3524267.1040836177,0.2797373823526431
3524511.243777299,0.2815532962945825
3524755.38347098,0.26889137118190787
3524999.5231646607,0.24313271545862655
3525243.662858342,0.2070762973691155
3525487.802552023,0.16463364921784293
3525731.9422457037,0.12020697574538582
3525976.081939385,0.07841171421715301
3526220.2216330655,0.04377047358957971
3526464.3613267466,0.020032487637232435
3526708.501020428,0.009774316263414837
3526952.6407141085,0.007262238536999685
3527196.7804077896,0.00573688719805894
3527440.9201014703,0.004901249867807184
3527685.0597951515,0.004574415003191876
3527929.1994888326,0.005266903609104701
3528173.3391825133,0.007358760430701813
3528417.4788761945,0.010610445267739688
3528661.6185698756,0.014669662494609215
3528905.7582635563,0.019098511390518533
3529149.8979572374,0.02341616882835787
3529394.0376509186,0.02715251685458321
3529638.1773445993,0.029903356008713577
3529882.3170382804,0.03144215969704553
3530126.456731961,0.03167716005063362
3530370.5964256423,0.030582564530948986
3530614.7361193234,0.0282678093045243
3530858.875813004,0.025000656064673388
3531103.0155066852,0.021157879516227884
3531347.1552003664,0.01715601338667308
3531591.294894047,0.013423562438981615
3531835.434587728,0.010367193008549228
3532079.5742814094,0.008327353958430192
3532323.71397509,0.007515119120483277
3532567.853668771,0.007280382823968493
3532811.993362452,0.0069200011242352005
